center,left,right,steering,throttle,brake,speed
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_13_308.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_13_308.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_13_308.jpg, 0, 0.03481566, 0, 3.79148
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_13_444.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_13_444.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_13_444.jpg, 0, 0.09894025, 0, 3.863913
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_13_545.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_13_545.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_13_545.jpg, 0, 0.1245976, 0, 3.963228
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_13_680.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_13_680.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_13_680.jpg, 0, 0.1245976, 0, 4.118982
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_13_783.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_13_783.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_13_783.jpg, 0, 0.1245976, 0, 4.22889
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_13_885.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_13_885.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_13_885.jpg, 0, 0.1791148, 0, 4.389398
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_13_988.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_13_988.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_13_988.jpg, 0, 0.2047722, 0, 4.589714
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_14_089.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_14_089.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_14_089.jpg, 0, 0.2272271, 0, 4.818402
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_14_191.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_14_191.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_14_191.jpg, 0, 0.2272271, 0, 5.045709
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_14_293.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_14_293.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_14_293.jpg, 0, 0.2656943, 0, 5.287715
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_14_422.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_14_422.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_14_422.jpg, 0, 0.2881492, 0, 5.700851
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_14_537.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_14_537.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_14_537.jpg, 0, 0.3298189, 0, 6.069376
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_14_638.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_14_638.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_14_638.jpg, -0.1245976, 0.3907411, 0, 6.438462
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_14_741.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_14_741.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_14_741.jpg, -0.09894026, 0.4837631, 0, 6.932379
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_14_844.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_14_844.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_14_844.jpg, -0.002753367, 0.4837631, 0, 7.447556
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_14_948.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_14_948.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_14_948.jpg, -0.04762551, 0.4837631, 0, 7.958416
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_15_084.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_15_084.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_15_084.jpg, -0.07648534, 0.4837631, 0, 8.661718
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_15_188.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_15_188.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_15_188.jpg, 0, 0.4837631, 0, 9.159487
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_15_292.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_15_292.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_15_292.jpg, 0, 0.4837631, 0, 9.653576
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_15_400.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_15_400.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_15_400.jpg, -0.03481566, 0.4837631, 0, 10.23966
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_15_504.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_15_504.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_15_504.jpg, -0.03481566, 0.4837631, 0, 10.72267
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_15_607.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_15_607.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_15_607.jpg, -0.03481566, 0.4837631, 0, 11.20109
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_15_713.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_15_713.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_15_713.jpg, -0.06687795, 0.4837631, 0, 11.60805
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_15_814.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_15_814.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_15_814.jpg, -0.09894026, 0.4837631, 0, 12.3526
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_15_961.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_15_961.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_15_961.jpg, -0.09894026, 0.4837631, 0, 12.8466
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_16_053.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_16_053.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_16_053.jpg, -0.09894026, 0.4837631, 0, 13.22127
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_16_170.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_16_170.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_16_170.jpg, -0.09894026, 0.4837631, 0, 13.82443
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_16_275.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_16_275.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_16_275.jpg, 0, 0.2785042, 0, 13.88211
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_16_378.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_16_378.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_16_378.jpg, 0, 0, 0, 14.21779
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_16_470.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_16_470.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_16_470.jpg, 0, 0, 0, 13.83745
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_16_613.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_16_613.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_16_613.jpg, 0, 0, 0, 13.83594
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_16_743.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_16_743.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_16_743.jpg, 0, 0, 0, 13.69161
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_16_871.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_16_871.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_16_871.jpg, 0, 0, 0, 13.20842
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_000.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_000.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_000.jpg, 0, 0, 0, 13.08211
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_104.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_104.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_104.jpg, 0, 0, 0, 13.21656
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_203.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_203.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_203.jpg, 0, 0, 0, 12.74811
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_338.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_338.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_338.jpg, 0, 0, 0, 12.85405
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_469.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_469.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_469.jpg, 0, 0, 0, 12.43722
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_574.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_574.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_574.jpg, 0, 0, 0, 12.51846
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_681.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_681.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_681.jpg, 0, 0, 0, 12.09352
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_768.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_768.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_768.jpg, 0, 0, 0, 12.26842
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_885.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_885.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_885.jpg, 0, 0, 0, 12.11089
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_17_989.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_17_989.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_17_989.jpg, 0, 0, 0, 11.6995
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_18_096.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_18_096.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_18_096.jpg, 0, 0, 0, 11.87578
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_18_202.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_18_202.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_18_202.jpg, 0, 0.03481566, 0, 11.47091
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_18_312.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_18_312.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_18_312.jpg, 0, 0.06047303, 0, 11.46101
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_18_421.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_18_421.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_18_421.jpg, 0, 0.06047303, 0, 11.59972
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_18_531.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_18_531.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_18_531.jpg, 0, 0.06047303, 0, 11.50987
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_18_639.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_18_639.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_18_639.jpg, 0, 0.06687795, 0, 11.49621
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_18_749.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_18_749.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_18_749.jpg, 0, 0.06687795, 0, 11.37492
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_18_855.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_18_855.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_18_855.jpg, 0, 0.09894025, 0, 11.4864
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_18_965.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_18_965.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_18_965.jpg, 0, 0.1245976, 0, 11.46198
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_19_074.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_19_074.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_19_074.jpg, 0, 0.1310025, 0, 11.54014
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_19_184.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_19_184.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_19_184.jpg, 0, 0.1310025, 0, 11.52168
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_19_292.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_19_292.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_19_292.jpg, 0, 0.1630648, 0, 11.55217
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_19_399.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_19_399.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_19_399.jpg, 0, 0.1630648, 0, 11.68361
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_19_509.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_19_509.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_19_509.jpg, 0, 0.2015697, 0, 11.84839
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_19_620.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_19_620.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_19_620.jpg, 0, 0.2015697, 0, 11.94902
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_19_731.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_19_731.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_19_731.jpg, 0, 0.2015697, 0, 12.15214
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_19_842.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_19_842.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_19_842.jpg, 0, 0.2015697, 0, 12.25299
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_19_954.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_19_954.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_19_954.jpg, 0, 0.2015697, 0, 12.40512
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_20_063.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_20_063.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_20_063.jpg, 0, 0.2656943, 0, 12.55673
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_20_174.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_20_174.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_20_174.jpg, 0, 0.2656943, 0, 12.6884
/home/yipstar/sdc/projects/simulator/joystick_data2/IMG/center_2017_01_26_19_54_20_284.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/left_2017_01_26_19_54_20_284.jpg, /home/yipstar/sdc/projects/simulator/joystick_data2/IMG/right_2017_01_26_19_54_20_284.jpg, 0, 0.2656943, 0, 13.03451
